.\IMG\left_2017_10_17_21_50_26_706.jpg,TRUE,0.1805908,0.6296824,24.93254,1.287964,.\IMG\center_2017_10_17_21_50_26_706.jpg,TRUE,0.1725561,0.6300026,25.16848,1.292603,.\IMG\right_2017_10_17_21_50_26_706.jpg,TRUE,0.1644501,0.6303365,25.39715,1.296936
.\IMG\left_2017_10_17_21_55_39_845.jpg,TRUE,0.2633556,0.6253047,28.37799,1.298187,.\IMG\center_2017_10_17_21_55_39_845.jpg,TRUE,0.2555991,0.6256132,28.5894,1.302277,.\IMG\right_2017_10_17_21_55_39_845.jpg,TRUE,0.247744,0.6259365,28.79311,1.306061
.\IMG\left_2017_10_17_21_55_39_917.jpg,TRUE,0.261261,0.6239077,28.72855,1.288879,.\IMG\center_2017_10_17_21_55_39_917.jpg,TRUE,0.2534221,0.6242186,28.94422,1.29303,.\IMG\right_2017_10_17_21_55_39_917.jpg,TRUE,0.2454841,0.6245451,29.15182,1.296875
.\IMG\left_2017_10_17_21_55_39_997.jpg,TRUE,0.2590674,0.6221568,29.03796,1.283417,.\IMG\center_2017_10_17_21_55_39_997.jpg,TRUE,0.2511585,0.6224695,29.25759,1.286591,.\IMG\right_2017_10_17_21_55_39_997.jpg,TRUE,0.2431502,0.6227985,29.46906,1.289429
.\IMG\left_2017_10_17_21_55_40_073.jpg,TRUE,0.2563118,0.6186823,29.45666,1.270111,.\IMG\center_2017_10_17_21_55_40_073.jpg,TRUE,0.2483068,0.6189966,29.68151,1.273346,.\IMG\right_2017_10_17_21_55_40_073.jpg,TRUE,0.2402021,0.6193289,29.89803,1.276245
.\IMG\left_2017_10_17_21_55_40_151.jpg,TRUE,0.2537912,0.6138238,29.87987,1.244293,.\IMG\center_2017_10_17_21_55_40_151.jpg,TRUE,0.2456872,0.6141391,30.10988,1.247528,.\IMG\right_2017_10_17_21_55_40_151.jpg,TRUE,0.2374837,0.6144743,30.33133,1.250488
.\IMG\left_2017_10_17_21_55_40_224.jpg,TRUE,0.2562482,0.6072568,30.02613,1.191376,.\IMG\center_2017_10_17_21_55_40_224.jpg,TRUE,0.2480832,0.6075708,30.25542,1.194519,.\IMG\right_2017_10_17_21_55_40_224.jpg,TRUE,0.2398169,0.6079071,30.47597,1.197388
.\IMG\left_2017_10_17_21_55_40_301.jpg,TRUE,0.2650818,0.5995265,29.78394,1.07019,.\IMG\center_2017_10_17_21_55_40_301.jpg,TRUE,0.2569057,0.5998364,30.00255,1.072906,.\IMG\right_2017_10_17_21_55_40_301.jpg,TRUE,0.2486244,0.6001719,30.21246,1.075378
.\IMG\left_2017_10_17_21_55_40_375.jpg,TRUE,0.2702199,0.6005703,29.77915,0.9135437,.\IMG\center_2017_10_17_21_55_40_375.jpg,TRUE,0.2620094,0.6008822,29.99435,0.9161987,.\IMG\right_2017_10_17_21_55_40_375.jpg,TRUE,0.2536914,0.6012194,30.20078,0.9186707
.\IMG\left_2017_10_17_21_55_40_446.jpg,TRUE,0.2722265,0.6007437,30.03266,0.8760681,.\IMG\center_2017_10_17_21_55_40_446.jpg,TRUE,0.2639265,0.6010593,30.24792,0.8786621,.\IMG\right_2017_10_17_21_55_40_446.jpg,TRUE,0.2555171,0.6014002,30.45422,0.8810425
