.\IMG\left_2017_09_26_23_24_40_871.jpg,TRUE,0.1832227,0.6061411,0,0,.\IMG\center_2017_09_26_23_24_40_871.jpg,TRUE,0.1752666,0.6064447,0,0,.\IMG\right_2017_09_26_23_24_40_871.jpg,TRUE,0.1672389,0.6067706,0,0
.\IMG\left_2017_09_26_23_24_40_947.jpg,TRUE,0.1832228,0.606141,0,0,.\IMG\center_2017_09_26_23_24_40_947.jpg,TRUE,0.1752667,0.6064446,0,0,.\IMG\right_2017_09_26_23_24_40_947.jpg,TRUE,0.167239,0.6067704,0,0
.\IMG\left_2017_09_26_23_24_41_035.jpg,TRUE,0.1832087,0.6061267,0,0,.\IMG\center_2017_09_26_23_24_41_035.jpg,TRUE,0.1752522,0.6064303,0,0,.\IMG\right_2017_09_26_23_24_41_035.jpg,TRUE,0.1672243,0.6067562,0,0
.\IMG\left_2017_09_26_23_24_41_105.jpg,TRUE,0.1831765,0.6060851,0,0,.\IMG\center_2017_09_26_23_24_41_105.jpg,TRUE,0.1752184,0.6063887,0,0,.\IMG\right_2017_09_26_23_24_41_105.jpg,TRUE,0.1671887,0.6067147,0,0
.\IMG\left_2017_09_26_23_24_41_176.jpg,TRUE,0.1831411,0.6060328,0,0,.\IMG\center_2017_09_26_23_24_41_176.jpg,TRUE,0.1751808,0.6063365,0,0,.\IMG\right_2017_09_26_23_24_41_176.jpg,TRUE,0.1671491,0.6066625,0,0
.\IMG\left_2017_09_26_23_24_41_245.jpg,TRUE,0.182876,0.6059569,0,0,.\IMG\center_2017_09_26_23_24_41_245.jpg,TRUE,0.1749083,0.6062608,0,0,.\IMG\right_2017_09_26_23_24_41_245.jpg,TRUE,0.1668693,0.6065871,0,0
.\IMG\left_2017_09_26_23_24_41_318.jpg,TRUE,0.1824364,0.6058939,0,0,.\IMG\center_2017_09_26_23_24_41_318.jpg,TRUE,0.1744587,0.6061982,0,0,.\IMG\right_2017_09_26_23_24_41_318.jpg,TRUE,0.1664096,0.6065248,0,0
.\IMG\left_2017_09_26_23_24_41_387.jpg,TRUE,0.1817209,0.6058204,0,0,.\IMG\center_2017_09_26_23_24_41_387.jpg,TRUE,0.1737252,0.6061252,0,0,.\IMG\right_2017_09_26_23_24_41_387.jpg,TRUE,0.1656578,0.6064526,0,0
.\IMG\left_2017_09_26_23_24_41_460.jpg,TRUE,0.1810473,0.6057909,0,0,.\IMG\center_2017_09_26_23_24_41_460.jpg,TRUE,0.1730341,0.6060964,0,0,.\IMG\right_2017_09_26_23_24_41_460.jpg,TRUE,0.1649494,0.6064245,0,0
.\IMG\left_2017_09_26_23_24_41_533.jpg,TRUE,0.1799385,0.6057758,0,0,.\IMG\center_2017_09_26_23_24_41_533.jpg,TRUE,0.1718962,0.6060824,0,0,.\IMG\right_2017_09_26_23_24_41_533.jpg,TRUE,0.163783,0.6064116,0,0
.\IMG\left_2017_09_26_23_24_41_604.jpg,TRUE,0.1794189,0.6057095,0,0,.\IMG\center_2017_09_26_23_24_41_604.jpg,TRUE,0.1713493,0.6060172,0,0,.\IMG\right_2017_09_26_23_24_41_604.jpg,TRUE,0.1632087,0.6063474,0,0
.\IMG\left_2017_09_26_23_24_41_677.jpg,TRUE,0.1813216,0.6055385,0,0,.\IMG\center_2017_09_26_23_24_41_677.jpg,TRUE,0.1732498,0.6058462,0,0,.\IMG\right_2017_09_26_23_24_41_677.jpg,TRUE,0.1651064,0.6061766,0,0
.\IMG\left_2017_09_26_23_24_41_757.jpg,TRUE,0.1884659,0.6051641,0,0,.\IMG\center_2017_09_26_23_24_41_757.jpg,TRUE,0.1804305,0.6054703,0,0,.\IMG\right_2017_09_26_23_24_41_757.jpg,TRUE,0.1723209,0.6057993,0,0
.\IMG\left_2017_09_26_23_24_41_833.jpg,TRUE,0.1983384,0.6048794,0,0,.\IMG\center_2017_09_26_23_24_41_833.jpg,TRUE,0.1903593,0.6051835,0,0,.\IMG\right_2017_09_26_23_24_41_833.jpg,TRUE,0.1823026,0.6055103,0,0
.\IMG\left_2017_09_26_23_24_41_905.jpg,TRUE,0.2044666,0.604863,0,0,.\IMG\center_2017_09_26_23_24_41_905.jpg,TRUE,0.196504,0.6051666,0,0,.\IMG\right_2017_09_26_23_24_41_905.jpg,TRUE,0.188462,0.6054929,0,0
.\IMG\left_2017_09_26_23_24_41_977.jpg,TRUE,0.2053217,0.6049181,0,0,.\IMG\center_2017_09_26_23_24_41_977.jpg,TRUE,0.1973353,0.6052227,0,0,.\IMG\right_2017_09_26_23_24_41_977.jpg,TRUE,0.1892691,0.60555,0,0
.\IMG\left_2017_09_26_23_24_42_049.jpg,TRUE,0.2042613,0.6048492,0,0,.\IMG\center_2017_09_26_23_24_42_049.jpg,TRUE,0.1962199,0.6051557,0,0,.\IMG\right_2017_09_26_23_24_42_049.jpg,TRUE,0.1880981,0.6054853,0,0
