F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_434.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_434.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_434.jpg,0,1,0,8.671829
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_567.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_567.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_567.jpg,0,1,0,10.01283
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_636.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_636.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_636.jpg,0,1,0,10.89803
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_703.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_703.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_703.jpg,0,1,0,11.65594
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_771.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_771.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_771.jpg,0,1,0,11.96355
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_841.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_841.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_841.jpg,0,1,0,13.10826
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_907.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_907.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_907.jpg,0,1,0,13.80175
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_53_975.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_53_975.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_53_975.jpg,0,1,0,14.71926
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_042.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_042.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_042.jpg,0,1,0,15.11605
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_110.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_110.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_110.jpg,0,1,0,15.96558
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_245.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_245.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_245.jpg,0,1,0,17.20507
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_312.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_312.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_312.jpg,0,1,0,18.03241
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_380.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_380.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_380.jpg,0,1,0,18.84219
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_448.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_448.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_448.jpg,0,1,0,19.31003
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_517.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_517.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_517.jpg,0,1,0,20.13682
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_586.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_586.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_586.jpg,0,1,0,20.83803
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_655.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_655.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_655.jpg,0,1,0,21.62461
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_722.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_722.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_722.jpg,0,1,0,22.17129
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_790.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_790.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_790.jpg,0,1,0,22.79452
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_860.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_860.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_860.jpg,0,1,0,23.57043
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_54_995.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_54_995.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_54_995.jpg,0,1,0,24.91959
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_55_062.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_55_062.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_55_062.jpg,0,1,0,25.49499
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_55_132.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_55_132.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_55_132.jpg,0,1,0,26.066
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_55_202.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_55_202.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_55_202.jpg,0,1,0,26.82228
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_55_335.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_55_335.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_55_335.jpg,0,1,0,28.1311
F:\zsmit\Desktop\IMG\center_2017_08_28_19_28_55_403.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_28_55_403.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_28_55_403.jpg,0,1,0,28.68636
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_257.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_257.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_257.jpg,0,0,0,1.03109E-05
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_347.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_347.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_347.jpg,0,0,0,1.822615E-05
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_424.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_424.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_424.jpg,0,0.2316077,0,0.225471
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_503.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_503.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_503.jpg,0,0.4678085,0,0.6507922
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_580.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_580.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_580.jpg,-0.004694836,0.6990064,0,1.149002
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_659.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_659.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_659.jpg,-0.004694836,0.9359078,0,2.00414
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_738.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_738.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_738.jpg,-0.004694836,1,0,2.953333
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_816.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_816.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_816.jpg,-0.009389671,1,0,3.890624
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_895.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_895.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_895.jpg,-0.02816901,1,0,4.825501
F:\zsmit\Desktop\IMG\center_2017_08_28_19_38_59_972.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_38_59_972.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_38_59_972.jpg,-0.03286385,1,0,5.75249
F:\zsmit\Desktop\IMG\center_2017_08_28_19_39_00_051.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_39_00_051.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_39_00_051.jpg,-0.04225352,1,0,6.672256
F:\zsmit\Desktop\IMG\center_2017_08_28_19_39_00_130.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_39_00_130.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_39_00_130.jpg,-0.04225352,1,0,7.584949
F:\zsmit\Desktop\IMG\center_2017_08_28_19_39_00_207.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_39_00_207.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_39_00_207.jpg,-0.04225352,1,0,8.490574
F:\zsmit\Desktop\IMG\center_2017_08_28_19_39_00_287.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_39_00_287.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_39_00_287.jpg,-0.04694836,1,0,9.389059
F:\zsmit\Desktop\IMG\center_2017_08_28_19_39_00_366.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_39_00_366.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_39_00_366.jpg,-0.07042254,1,0,10.27985
F:\zsmit\Desktop\IMG\center_2017_08_28_19_39_00_443.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_39_00_443.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_39_00_443.jpg,-0.1032864,1,0,11.1624
F:\zsmit\Desktop\IMG\center_2017_08_28_19_39_00_523.jpg,F:\zsmit\Desktop\IMG\left_2017_08_28_19_39_00_523.jpg,F:\zsmit\Desktop\IMG\right_2017_08_28_19_39_00_523.jpg,-0.1408451,1,0,12.16662
